playerId,teamId,xT_difference,defensive_actions,DCI,total_time,DCI_per_90,name,team,defensive_actions_divided,new_DCI,new_DCI_per_90
405972,683,0.06644485175718273,23,23.066444851757183,44.513101000000006,46.637506487318106,Alex Robles,M\u00e1laga,0.23,0.2964448517571827,0.599374926904024
406460,698,0.04722066910289868,22,22.0472206691029,44.87246815,44.21976196152831,Alberto Redondo,Getafe,0.22,0.26722066910289866,0.5359602716495745
344065,678,0.0461654414516488,22,22.04616544145165,46.87580500000001,42.32791073626679,Andoni L\u00f3pez,Athletic Club,0.22,0.2661654414516488,0.5110288715180121
551398,698,0.3165700452034912,20,20.31657004520349,44.1874841,41.38029899892658,David Alba,Getafe,0.2,0.5165700452034911,1.052137387209022
224080,696,2.704526162297512,366,368.7045261622975,889.3273380833333,37.312928472572565,G. Marip\u00e1n,Deportivo Alav\u00e9s,3.66,6.364526162297512,0.6440905728157227
376565,695,0.2820261951912926,18,18.282026195191293,44.23530425,37.1961352016069,A. Abeid,Levante,0.18,0.46202619519129257,0.9400264850041431
101649,680,0.9854661504689091,91,91.98546615046891,229.9776105166667,35.9978170698588,N. Pareja,Sevilla,0.91,1.8954661504689092,0.7417763544849026
20808,712,2.0769322944662463,326,328.07693229446625,844.44307605,34.96615076130207,E. Mu\u00f1oz,Legan\u00e9s,3.2600000000000002,5.336932294466246,0.5688055478514243
250805,698,4.5714129905407646,659,663.5714129905408,1712.6204503333333,34.87137337261439,Djen\u00e9,Getafe,6.59,11.161412990540764,0.5865439531293429
3335,684,2.7270738739304816,290,292.72707387393046,756.5342407666667,34.823852284538305,Bartra,Real Betis,2.9,5.627073873930481,0.6694166917554502
4329,677,0.20043229608768343,54,54.20043229608768,141.34816428333335,34.5108048016091,A. Arribas,Deportivo La Coru\u00f1a,0.54,0.7404322960876835,0.47145222568517675
50102,677,3.886840130871839,440,443.88684013087186,1162.2147625,34.37386694851802,F. Sch\u00e4r,Deportivo La Coru\u00f1a,4.4,8.28684013087184,0.6417192724124132
211853,674,2.281407658538285,334,336.2814076585383,886.6731850166667,34.13357615940483,R\u00faben Vezo,Valencia,3.34,5.621407658538285,0.5705898157492333
4086,677,1.4156399600558984,238,239.4156399600559,645.9766403333334,33.35632629886779,B\u00f3veda,Deportivo La Coru\u00f1a,2.38,3.7956399600558983,0.5288234513073976
4086,678,0.13743433848510733,238,238.1374343384851,645.9766403333334,33.17824167667153,B\u00f3veda,Athletic Club,2.38,2.5174343384851072,0.35073882911113735
3797,691,2.2447153068128927,506,508.2447153068129,1387.9399168000002,32.9567755952108,V\u00edctor S\u00e1nchez,Espanyol,5.0600000000000005,7.304715306812893,0.47366919104747823
3468,698,2.6557730780716895,342,344.65577307807166,949.2911637,32.675980524379185,Juan Cala,Getafe,3.42,6.075773078071689,0.5760293553088005
3885,698,1.5778544610892737,133,134.57785446108926,371.7712085,32.579195549775974,L. Cabrera,Getafe,1.33,2.907854461089274,0.7039461246984505
3529,682,2.402191590748032,541,543.4021915907481,1508.05606835,32.429959515150365,Mario,Villarreal,5.41,7.812191590748032,0.4662275215911556
225022,696,1.6701712120555143,396,397.6701712120555,1113.2558258333333,32.14922803776389,Rub\u00e9n Duarte,Deportivo Alav\u00e9s,3.96,5.630171212055514,0.45516528845083015
70451,677,3.3047473091571504,493,496.30474730915716,1390.00917375,32.1346276710673,Luisinho,Deportivo La Coru\u00f1a,4.93,8.23474730915715,0.533181558668935
3339,674,1.4329243064562505,416,417.43292430645624,1171.5341108,32.068176966632684,Montoya,Valencia,4.16,5.592924306456251,0.42966157190022686
278007,683,0.9988306161297527,218,218.99883061612977,616.2355520166667,31.984351910482772,F. Ricca,M\u00e1laga,2.18,3.178830616129753,0.4642620090895698
247169,683,0.18247829413105165,295,295.18247829413104,831.1289839166667,31.964260133581725,Diego Gonz\u00e1lez,M\u00e1laga,2.95,3.132478294131052,0.33920492718620165
134503,680,3.5308653214708356,566,569.5308653214709,1616.3450663,31.71215042358952,C. Lenglet,Sevilla,5.66,9.190865321470836,0.5117582230296163
93003,712,1.5767527988864933,389,390.5767527988865,1109.35372505,31.686834377660237,D. Siovas,Legan\u00e9s,3.89,5.4667527988864935,0.4435084507221616
4272,714,2.352920644849206,504,506.3529206448492,1453.1282857166666,31.361142237735013,Ximo Navarro,Las Palmas,5.04,7.392920644849206,0.4578830820214053
396484,679,-0.08897443876662692,14,13.911025561233373,40.161529449999996,31.173919859543687,Carlos Isaac,Atl\u00e9tico Madrid,0.14,0.051025561233373096,0.11434575759174877
3970,714,0.7568762696998874,350,350.7568762696999,1024.7316947166667,30.806228622606838,G\u00e1lvez,Las Palmas,3.5,4.256876269699887,0.37387236702863996
302542,674,0.6339331685733214,110,110.63393316857332,323.3248838,30.795817099344454,Nacho Vidal,Valencia,1.1,1.7339331685733215,0.48265380424022575
3340,756,1.3577271982167005,204,205.3577271982167,600.5996932833333,30.772901908760247,Muniesa,Girona,2.04,3.3977271982167006,0.5091501898174361
3970,701,0.21870113728613205,350,350.21870113728613,1024.7316947166667,30.758961848126294,G\u00e1lvez,Eibar,3.5,3.718701137286132,0.32660559254809635
5677,698,1.854286071090796,297,298.85428607109077,876.1555636666667,30.69875586229923,Bruno,Getafe,2.97,4.824286071090796,0.49555782603391374
4424,692,1.8229095520362328,576,577.8229095520362,1696.36657515,30.656146272561895,Jonny,Celta de Vigo,5.76,7.582909552036233,0.4023080091771525
3460,695,1.150769364887168,251,252.15076936488717,743.6038825833333,30.518357655692647,Coke,Levante,2.5100000000000002,3.660769364887168,0.4430709018022409
